country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Denmark,DK,DNK,5806081,170,,16-04-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,2,27-04-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,09-07-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,14-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,6,14-09-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1458,,26-06-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,13-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,1,28-06-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,3,05-07-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,21-07-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,96,14-05-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,905,,05-10-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,21-05-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,4,23-06-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,11,,03-05-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,4,,14-08-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,2,29-05-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,7071,,07-09-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,30-03-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,1,24-04-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,47,,12-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,13-10-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,22-09-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2,,06-10-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,15-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,25-03-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,20-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,26-01-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,,10-06-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,2,25-09-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,139,,12-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,18-10-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,2,20-05-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,22-08-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,123,11-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,20-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,102,,04-05-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,19-06-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,1,30-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,1,17-03-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,17-07-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,219,,09-04-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,10-01-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,02-05-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,30-09-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,36,,06-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,95,,20-07-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,380,,11-10-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,2,07-09-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,17-06-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,7,18-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,1540,,06-10-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,20-03-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,7,20-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,63,,25-09-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,14-09-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,01-02-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,27-01-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,27-01-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,427,,11-06-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,01-05-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,641,,16-07-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,3,04-07-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,76,,25-03-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,25-04-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,60,,09-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,06-02-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,25-10-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,07-06-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,23-05-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,292,,18-03-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,08-09-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1039,,05-06-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,1,13-07-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,459,,19-06-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,57,,30-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,7,16-07-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,69,,23-03-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,39,,12-05-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,29-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,7,30-09-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,12-03-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,122,,25-09-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,160,,13-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,4,15-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,30-04-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,05-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2,,25-03-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,115,,24-03-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,31-01-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,93,,26-06-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,2,30-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,528,,18-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,10-03-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,02-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,89,,18-06-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,22-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,11-07-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,5,,01-07-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,26-02-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,10-02-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,6,,09-06-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,712,,08-04-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,227,,17-05-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,6,,04-07-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,198,,21-05-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,0,10-03-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,139,,17-10-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,11,,29-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,66,28-05-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,6671,,19-08-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,241,,13-08-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,543,,15-07-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,22-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,01-06-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,205,,28-07-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,104,16-05-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,5,,14-05-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,654,,06-09-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,352,,14-06-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,148,10-04-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,3,03-06-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,375,,17-06-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,3,,09-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,2,28-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,161,,24-04-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,50,,30-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,6,21-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,1,29-03-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,176,04-07-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,163,,08-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,20-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,13,13-04-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,311,,03-08-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2646,,24-04-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,09-02-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,146,20-10-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,22-06-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,4053,,01-04-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,57,,24-09-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1587,,21-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,4,,13-05-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,10-04-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,30-08-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,180,,05-07-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,09-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1704,,29-03-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,3,06-07-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,31,31-07-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,880,,01-08-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,6,,24-07-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,36,,31-03-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,03-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,01-07-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,18,,19-08-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,78,03-05-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,49,,14-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,01-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,203,,11-07-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,18-01-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,11-02-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,24-07-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,28-09-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,5587,,18-10-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,36,08-04-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,3,,29-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,4,01-06-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,93,15-05-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,176,,16-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,106,,17-09-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,2,09-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,49,,15-06-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,14-03-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,10-08-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,311,,22-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,8,06-06-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,48,,03-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,4,15-07-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,25-02-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1350,,09-08-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,02-01-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,04-05-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8855,,07-06-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,143,16-06-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,04-06-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1226,,12-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,17-01-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,872,,03-10-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,3,12-09-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,700,,09-05-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,14-02-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,294,,05-10-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,,26-04-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,19-04-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3389,,06-05-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,3,05-09-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,05-01-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,27-02-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,26-02-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,154,,14-08-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,03-05-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,217,,23-04-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,23-02-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,16204,,24-10-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,25-01-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,1,13-05-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,25-02-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,21-05-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,2,21-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,11,15-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,04-02-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,2,26-03-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,14-02-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,17,,20-07-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1176,,09-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,14,,30-05-2020,"Epidemic intelligence, national daily data"
